work_id,mp_id,state,district,ia_id,category,sanctioned_amount,status,cost_anomaly_score,cost_anomaly_reason,dup_score,dup_reason,structuring_score,structuring_reason,execution_risk_score,execution_risk_reason,image_forensics_score,image_forensics_reason,network_score,network_reason,rule_score,rule_reason,corroboration_count,composite_risk_score,risk_tier,delay_risk_score,delay_tier,risk_explanation
W01411,MP035,West Bengal,Malda,IA050,Road Construction (per km),4867420.16,Completed,0.1519222109436885,,0.834238098943588,"description + location closely match work W00490 (text similarity 0.65, 88m apart) -- possible duplicate/phantom billing",0.0,,0.0,,0.06299289564044398,,0.0,,0.0,,1,70.9,Critical,0.0,On Track,"description + location closely match work W00490 (text similarity 0.65, 88m apart) -- possible duplicate/phantom billing"
W00696,MP020,Tamil Nadu,Coimbatore,IA055,Public Toilet Complex,463691.93,Completed,0.832456518844637,,0.0,,0.0,,0.0,,0.09608362541429931,,0.0,,0.0,,1,70.8,Critical,0.0,On Track,
W00448,MP018,Bihar,Gaya,IA049,Street Lighting (per 50 units),1448974.65,Completed,0.6821361226914959,,0.5393433185046673,"description + location closely match work W00815 (text similarity 0.63, 310m apart) -- possible duplicate/phantom billing",0.0,,0.0,,0.08541503584703415,,0.0,,0.0,,2,70.0,Critical,0.0,On Track,"description + location closely match work W00815 (text similarity 0.63, 310m apart) -- possible duplicate/phantom billing"
W00290,MP025,Bihar,Patna,IA023,Drinking Water Facility,2570702.0,Completed,0.8192130335158322,,0.0,,0.0,,0.0,,0.055729793086247405,,0.0,,0.0,,1,69.6,High,0.0,On Track,
W01217,MP033,Uttar Pradesh,Gorakhpur,IA046,Public Toilet Complex,1201142.39,Completed,0.8171878332318862,,0.0,,0.0,,0.0,,0.07043466653309986,,0.0,,0.0,,1,69.5,High,0.0,On Track,
W01344,MP016,West Bengal,Howrah,IA056,Drainage / Sewage Line (per km),1659733.88,Completed,0.8137242040406693,,0.0,,0.0,,0.0,,0.04481190249781703,,0.0,,0.0,,1,69.2,High,0.0,On Track,
W00110,MP033,Uttar Pradesh,Meerut,IA018,Public Toilet Complex,398152.14,In Progress,0.8119078518055125,,0.0,,0.0,,1.0,"sanctioned 741 days ago but expected duration was only 120 days (6.2x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,69.0,High,100.0,Severely Stalled,
W00793,MP036,Maharashtra,Nashik,IA038,Public Toilet Complex,702961.64,Completed,0.8093448312546633,,0.0,,0.0,,0.0,,0.033691471389133885,,0.0,,0.0,,1,68.8,High,0.0,On Track,
W00577,MP005,Tamil Nadu,Coimbatore,IA055,Drinking Water Facility,2967969.93,Completed,0.8079614715711844,,0.0,,0.0,,0.0,,0.04464010258963725,,0.0,,0.0,,1,68.7,High,0.0,On Track,
W01059,MP030,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),4020226.12,Completed,0.011491944050702916,,0.0,,0.8,"2 payments totalling ₹1,918,013 were each made just under the ₹1,000,000 approval threshold, within 2 days of each other -- consistent with structuring to avoid extra review",0.0,,0.026506064226364506,,0.0,,0.0,,1,68.0,High,0.0,On Track,"2 payments totalling ₹1,918,013 were each made just under the ₹1,000,000 approval threshold, within 2 days of each other -- consistent with structuring to avoid extra review"
W00913,MP037,Bihar,Muzaffarpur,IA032,Community Hall,3366894.01,Completed,0.08399326216607307,,0.0,,0.8,"2 payments totalling ₹1,683,447 were each made just under the ₹1,000,000 approval threshold, within 2 days of each other -- consistent with structuring to avoid extra review",0.0,,0.04040747715457043,,0.0,,0.0,,1,68.0,High,0.0,On Track,"2 payments totalling ₹1,683,447 were each made just under the ₹1,000,000 approval threshold, within 2 days of each other -- consistent with structuring to avoid extra review"
W00773,MP008,West Bengal,Howrah,IA058,Road Construction (per km),7411729.48,Completed,0.22483333333333333,,0.0,,0.8,"2 payments totalling ₹1,859,903 were each made just under the ₹1,000,000 approval threshold, within 2 days of each other -- consistent with structuring to avoid extra review",0.0,,0.0005052882621172783,,0.0,,0.0,,1,68.0,High,0.0,On Track,"2 payments totalling ₹1,859,903 were each made just under the ₹1,000,000 approval threshold, within 2 days of each other -- consistent with structuring to avoid extra review"
W00757,MP024,Maharashtra,Nagpur,IA001,Drainage / Sewage Line (per km),2351909.18,Completed,0.7989239553314755,,0.0,,0.0,,0.0,,0.021050802478266007,,0.0,,0.0,,1,67.9,High,0.0,On Track,
W00494,MP025,Bihar,Patna,IA023,Drainage / Sewage Line (per km),2125822.34,Completed,0.5152987959651844,,0.6548781603696437,"description + location closely match work W00527 (text similarity 0.84, 289m apart) -- possible duplicate/phantom billing",0.0,,0.0,,0.003130938451368574,,0.0,,0.0,,2,67.7,High,0.0,On Track,"description + location closely match work W00527 (text similarity 0.84, 289m apart) -- possible duplicate/phantom billing"
W00071,MP024,Maharashtra,Nagpur,IA035,Road Construction (per km),9434735.57,Completed,0.7960217146528477,,0.0,,0.0,,0.0,,0.044541170258216405,,0.0,,0.0,,1,67.7,High,0.0,On Track,
W00856,MP031,Uttar Pradesh,Gorakhpur,IA053,Health Sub-Centre Upgrade,1131031.53,Completed,0.7929874285537258,,0.0,,0.0,,0.0,,0.0508403767485813,,0.0,,0.0,,1,67.4,High,0.0,On Track,
W00595,MP026,Maharashtra,Nagpur,IA035,Drinking Water Facility,1628115.57,In Progress,0.784170188727033,,0.0,,0.0,,1.0,"sanctioned 745 days ago but expected duration was only 150 days (5.0x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,66.7,High,100.0,Severely Stalled,
W01001,MP023,Tamil Nadu,Coimbatore,IA055,Drainage / Sewage Line (per km),5114336.36,Completed,0.7845714024093199,,0.0,,0.0,,0.0,,0.053889697342411495,,0.0,,0.0,,1,66.7,High,0.0,On Track,
W00738,MP007,Maharashtra,Nagpur,IA001,Public Toilet Complex,1583947.71,In Progress,0.7827058325317156,,0.0,,0.0,,1.0,"sanctioned 808 days ago but expected duration was only 120 days (6.7x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,66.5,High,100.0,Severely Stalled,
W01328,MP009,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),1607222.12,Completed,0.7744832801128131,,0.0,,0.0,,0.0,,0.038002657461181095,,0.0,,0.0,,1,65.8,High,0.0,On Track,
W01183,MP016,West Bengal,Howrah,IA058,Community Hall,2790017.77,Completed,0.7736416016372555,,0.0,,0.0,,0.0,,0.06552255142278617,,0.0,,0.0,,1,65.8,High,0.0,On Track,
W00926,MP022,Uttar Pradesh,Meerut,IA005,Public Toilet Complex,1240115.36,Completed,0.7625639764928218,,0.0,,0.0,,0.0,,0.09253397125510843,,0.0,,0.0,,1,64.8,High,0.0,On Track,
W00751,MP002,West Bengal,Howrah,IA037,School Building Renovation,1187824.67,Completed,0.7570309578160996,,0.0,,0.0,,0.0,,0.04796425489796424,,0.0,,0.0,,1,64.3,High,0.0,On Track,
W01353,MP035,West Bengal,Malda,IA014,Community Hall,2806858.57,In Progress,0.7558378691465305,,0.0,,0.0,,1.0,"sanctioned 711 days ago but expected duration was only 240 days (3.0x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,64.2,High,100.0,Severely Stalled,
W00455,MP009,Bihar,Muzaffarpur,IA032,School Building Renovation,2523474.61,In Progress,0.7552319177837924,,0.0,,0.0,,1.0,"sanctioned 514 days ago but expected duration was only 200 days (2.6x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,64.2,High,100.0,Severely Stalled,
W01108,MP010,Bihar,Gaya,IA042,Street Lighting (per 50 units),1861249.43,Completed,0.7530624783480894,,0.0,,0.0,,0.0,,0.06095652990812366,,0.0,,0.0,,1,64.0,High,0.0,On Track,
W00125,MP010,Bihar,Gaya,IA036,School Building Renovation,1386486.76,Completed,0.746800208736754,,0.0,,0.0,,0.0,,0.02162161280702843,,0.0,,0.0,,1,63.5,High,0.0,On Track,
W00660,MP003,Bihar,Patna,IA023,Drainage / Sewage Line (per km),4499736.47,Completed,0.7454585630651636,,0.0,,0.0,,0.0,,0.0223085470929409,,0.0,,0.0,,1,63.4,High,0.0,On Track,
W00557,MP019,Maharashtra,Nashik,IA027,Road Construction (per km),1179906.36,Completed,0.7440753378199099,,0.0,,0.0,,0.0,,0.03819970672246991,,0.0,,0.0,,1,63.2,High,0.0,On Track,
W01329,MP040,Bihar,Gaya,IA036,Community Hall,4582627.7,Completed,0.7415086790102001,,0.0,,0.0,,0.0,,0.015049998949723219,,0.0,,0.0,,1,63.0,High,0.0,On Track,
W01102,MP028,Tamil Nadu,Coimbatore,IA055,Public Toilet Complex,1078732.15,Completed,0.7364087763954315,,0.0,,0.0,,0.0,,0.041233581652014344,,0.0,,0.0,,1,62.6,High,0.0,On Track,
W01042,MP011,Bihar,Muzaffarpur,IA032,Street Lighting (per 50 units),1129879.43,Completed,0.7360691460818681,,0.0,,0.0,,0.0,,0.025668786225003543,,0.0,,0.0,,1,62.6,High,0.0,On Track,
W00813,MP019,Maharashtra,Nashik,IA027,School Building Renovation,2858525.6,Completed,0.733000399220242,,0.0,,0.0,,0.0,,0.012495210078487052,,0.0,,0.0,,1,62.3,High,0.0,On Track,
W00119,MP017,Uttar Pradesh,Gorakhpur,IA052,Drainage / Sewage Line (per km),3801652.23,Completed,0.7305353976433139,,0.0,,0.0,,0.0,,0.0361648972076749,,0.0,,0.0,,1,62.1,High,0.0,On Track,
W01076,MP018,Bihar,Patna,IA023,Health Sub-Centre Upgrade,1142008.81,Completed,0.730272766594627,,0.0,,0.0,,0.0,,0.023700370364903522,,0.0,,0.0,,1,62.1,High,0.0,On Track,
W00063,MP035,West Bengal,Howrah,IA013,Street Lighting (per 50 units),1135287.66,In Progress,0.7295165674706433,,0.0,,0.0,,1.0,"sanctioned 974 days ago but expected duration was only 90 days (10.8x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,62.0,High,100.0,Severely Stalled,
W01003,MP009,Bihar,Muzaffarpur,IA032,Public Toilet Complex,1162196.78,Completed,0.7290972676919713,,0.0,,0.0,,0.0,,0.07694908155475426,,0.0,,0.0,,1,62.0,High,0.0,On Track,
W00878,MP001,West Bengal,Malda,IA041,School Building Renovation,1746022.92,Completed,0.728692129578779,,0.0,,0.0,,0.0,,0.022669293116235358,,0.0,,0.0,,1,61.9,High,0.0,On Track,
W00995,MP033,Uttar Pradesh,Meerut,IA040,Health Sub-Centre Upgrade,1171737.22,In Progress,0.7286952058835467,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,61.9,High,0.0,On Track,
W00713,MP006,Bihar,Muzaffarpur,IA032,Community Hall,2422863.92,Completed,0.725004265014741,,0.0,,0.0,,0.0,,0.060169428526733924,,0.0,,0.0,,1,61.6,High,0.0,On Track,
W00965,MP029,Bihar,Patna,IA023,Public Toilet Complex,1217992.97,Completed,0.7249269780106004,,0.0,,0.0,,0.0,,0.005797638161496049,,0.0,,0.0,,1,61.6,High,0.0,On Track,
W01224,MP024,Maharashtra,Nagpur,IA035,Drinking Water Facility,3095767.21,Completed,0.7221241224988258,,0.0,,0.0,,0.0,,0.06462418062961067,,0.0,,0.0,,1,61.4,High,0.0,On Track,
W00044,MP011,Bihar,Muzaffarpur,IA032,Community Hall,4553040.94,In Progress,0.7214188122786824,,0.0,,0.0,,1.0,"sanctioned 1148 days ago but expected duration was only 240 days (4.8x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,61.3,High,100.0,Severely Stalled,
W00967,MP032,Tamil Nadu,Coimbatore,IA015,Drinking Water Facility,2092979.56,Completed,0.7202155316533778,,0.0,,0.0,,0.0,,0.06165198286107477,,0.0,,0.0,,1,61.2,High,0.0,On Track,
W00835,MP038,Tamil Nadu,Coimbatore,IA055,Health Sub-Centre Upgrade,1301235.31,In Progress,0.7160359788322785,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,60.9,High,0.0,On Track,
W00812,MP036,Maharashtra,Nashik,IA048,Road Construction (per km),2868414.72,In Progress,0.7093051027775147,,0.0,,0.0,,1.0,"100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,60.3,High,100.0,Severely Stalled,
W01038,MP026,Maharashtra,Nagpur,IA034,Public Toilet Complex,1069342.7,Completed,0.70855950568384,,0.0,,0.0,,0.0,,0.03629029641273591,,0.0,,0.0,,1,60.2,High,0.0,On Track,
W00296,MP026,Maharashtra,Nagpur,IA034,Drinking Water Facility,2268654.22,Completed,0.7053724617430538,,0.0,,0.0,,0.0,,0.042046378336834916,,0.0,,0.0,,1,60.0,High,0.0,On Track,
W01398,MP022,Uttar Pradesh,Meerut,IA018,Community Hall,4378608.75,Completed,0.7039410125594646,,0.0,,0.0,,0.0,,0.09917276383880468,,0.0,,0.0,,1,59.8,High,0.0,On Track,
W00921,MP028,Tamil Nadu,Coimbatore,IA024,Community Hall,4211090.98,Completed,0.7023246318579885,,0.0,,0.0,,0.0,,0.0371324719051063,,0.0,,0.0,,1,59.7,High,0.0,On Track,
W00101,MP038,Tamil Nadu,Madurai,IA031,Health Sub-Centre Upgrade,1873780.7,Completed,0.7015737915309516,,0.0,,0.0,,0.0,,0.0336326035218421,,0.0,,0.0,,1,59.6,High,0.0,On Track,
W01319,MP022,Uttar Pradesh,Meerut,IA047,Health Sub-Centre Upgrade,1189833.5,Completed,0.7001132051052301,,0.0,,0.0,,0.0,,0.04783046215533385,,0.0,,0.0,,1,59.5,High,0.0,On Track,
W01210,MP020,Tamil Nadu,Coimbatore,IA015,Community Hall,4205771.88,In Progress,0.6970529300842508,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,59.2,High,0.0,On Track,
W01303,MP038,Tamil Nadu,Coimbatore,IA024,Community Hall,4205155.96,Completed,0.6964424985156622,,0.0,,0.0,,0.0,,0.039669294262287796,,0.0,,0.0,,1,59.2,High,0.0,On Track,
W00528,MP015,West Bengal,Malda,IA050,Community Hall,2864362.53,In Progress,0.6950459162109596,,0.0,,0.0,,1.0,"100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,59.1,High,100.0,Severely Stalled,
W00357,MP038,Tamil Nadu,Coimbatore,IA015,Street Lighting (per 50 units),1109254.19,Completed,0.6929231211904626,,0.0,,0.0,,0.0,,0.03878304619645962,,0.0,,0.0,,1,58.9,High,0.0,On Track,
W00267,MP014,Maharashtra,Pune,IA003,Drainage / Sewage Line (per km),4499047.61,Completed,0.6908200846395439,,0.0,,0.0,,0.0,,0.039920317090466624,,0.0,,0.0,,1,58.7,High,0.0,On Track,
W01364,MP038,Tamil Nadu,Salem,IA006,Public Toilet Complex,1337413.46,Completed,0.6897796490562595,,0.0,,0.0,,0.0,,0.027131602548798678,,0.0,,0.0,,1,58.6,High,0.0,On Track,
W00786,MP001,West Bengal,Malda,IA043,Public Toilet Complex,971838.97,Completed,0.6892851775838073,,0.0,,0.0,,0.0,,0.049367593963139944,,0.0,,0.0,,1,58.6,High,0.0,On Track,
W01354,MP014,Maharashtra,Pune,IA003,Drainage / Sewage Line (per km),1170362.12,Completed,0.6897501656871428,,0.0,,0.0,,0.0,,0.016514172357217995,,0.0,,0.0,,1,58.6,High,0.0,On Track,
W01293,MP012,Uttar Pradesh,Varanasi,IA057,Public Toilet Complex,834924.16,Completed,0.6859707154406717,,0.0,,0.0,,0.0,,0.07537569515367319,,0.0,,0.0,,1,58.3,High,0.0,On Track,
W01051,MP019,Maharashtra,Nashik,IA027,Community Hall,4323434.13,Completed,0.6842590559187752,,0.0,,0.0,,0.0,,0.03707557693701504,,0.0,,0.0,,1,58.2,High,0.0,On Track,
W00096,MP018,Bihar,Gaya,IA011,Public Toilet Complex,420130.58,In Progress,0.6809027338467621,,0.0,,0.0,,1.0,"sanctioned 1105 days ago but expected duration was only 120 days (9.2x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,57.9,High,100.0,Severely Stalled,
W00815,MP040,Bihar,Gaya,IA011,Street Lighting (per 50 units),1673809.24,Completed,0.4084907700214177,,0.5393433185046673,"description + location closely match work W00448 (text similarity 0.63, 310m apart) -- possible duplicate/phantom billing",0.0,,0.0,,0.023624550698006327,,0.0,,0.0,,2,57.8,High,0.0,On Track,"description + location closely match work W00448 (text similarity 0.63, 310m apart) -- possible duplicate/phantom billing"
W01144,MP016,West Bengal,Howrah,IA009,Road Construction (per km),1768662.22,In Progress,0.6804919408377778,,0.0,,0.0,,1.0,"sanctioned 428 days ago but expected duration was only 270 days (1.6x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,57.8,High,100.0,Severely Stalled,
W01097,MP028,Tamil Nadu,Madurai,IA044,Drainage / Sewage Line (per km),2617136.45,Completed,0.6803843257175316,,0.0,,0.0,,0.0,,0.056281295016329946,,0.0,,0.0,,1,57.8,High,0.0,On Track,
W01185,MP037,Bihar,Muzaffarpur,IA032,Community Hall,2491021.17,In Progress,0.6787244402117971,,0.0,,0.0,,1.0,"sanctioned 570 days ago but expected duration was only 240 days (2.4x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,57.7,High,100.0,Severely Stalled,
W00743,MP010,Bihar,Gaya,IA036,Drinking Water Facility,2073388.63,Completed,0.6689213564004461,,0.0,,0.0,,0.0,,0.007320044097615321,,0.0,,0.0,,1,56.9,High,0.0,On Track,
W00023,MP019,Maharashtra,Nashik,IA027,Community Hall,2593166.46,Completed,0.6655876351092314,,0.0,,0.0,,0.0,,0.017150410534156366,,0.0,,0.0,,1,56.6,High,0.0,On Track,
W00102,MP033,Uttar Pradesh,Meerut,IA018,Road Construction (per km),5247274.42,In Progress,0.6640144836797831,,0.0,,0.0,,1.0,"sanctioned 1202 days ago but expected duration was only 270 days (4.5x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,56.4,High,100.0,Severely Stalled,
W00043,MP038,Tamil Nadu,Coimbatore,IA055,Drinking Water Facility,1049773.73,Completed,0.6602647704188553,,0.0,,0.0,,0.0,,0.049783931987383484,,0.0,,0.0,,1,56.1,High,0.0,On Track,
W01237,MP026,Maharashtra,Nagpur,IA016,Drinking Water Facility,2113265.64,Completed,0.6582961468766838,,0.0,,0.0,,0.0,,0.012791845566198263,,0.0,,0.0,,1,56.0,High,0.0,On Track,
W01026,MP007,Maharashtra,Nagpur,IA016,Community Hall,2605383.49,Completed,0.6560566718914479,,0.0,,0.0,,0.0,,0.04821920359027342,,0.0,,0.0,,1,55.8,High,0.0,On Track,
W00527,MP029,Bihar,Patna,IA023,Drainage / Sewage Line (per km),1298778.85,In Progress,0.07383634119121961,,0.6548781603696437,"description + location closely match work W00494 (text similarity 0.84, 289m apart) -- possible duplicate/phantom billing",0.0,,1.0,"sanctioned 631 days ago but expected duration was only 180 days (3.5x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,55.7,High,100.0,Severely Stalled,"description + location closely match work W00494 (text similarity 0.84, 289m apart) -- possible duplicate/phantom billing"
W00315,MP029,Bihar,Patna,IA023,Public Toilet Complex,986091.23,In Progress,0.6538717901935919,,0.0,,0.0,,1.0,"sanctioned 749 days ago but expected duration was only 120 days (6.2x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,55.6,High,100.0,Severely Stalled,
W00058,MP023,Tamil Nadu,Madurai,IA044,Community Hall,2843694.38,Completed,0.6528871674355324,,0.0,,0.0,,0.0,,0.022761257882128433,,0.0,,0.0,,1,55.5,High,0.0,On Track,
W00796,MP024,Maharashtra,Nagpur,IA001,Street Lighting (per 50 units),1279733.51,Completed,0.6531387919814226,,0.0,,0.0,,0.0,,0.0500028810838923,,0.0,,0.0,,1,55.5,High,0.0,On Track,
W00402,MP026,Maharashtra,Nagpur,IA035,Community Hall,2616431.46,Completed,0.6474377362171332,,0.0,,0.0,,0.0,,0.04166237139026235,,0.0,,0.0,,1,55.0,High,0.0,On Track,
W00789,MP023,Tamil Nadu,Coimbatore,IA055,Drinking Water Facility,1535148.59,In Progress,0.6468596047346119,,0.0,,0.0,,1.0,"sanctioned 925 days ago but expected duration was only 150 days (6.2x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,55.0,High,100.0,Severely Stalled,
W01010,MP019,Maharashtra,Nashik,IA048,Road Construction (per km),3752136.26,Completed,0.6474653342220927,,0.0,,0.0,,0.0,,0.04912442973959075,,0.0,,0.0,,1,55.0,High,0.0,On Track,
W00135,MP021,West Bengal,Howrah,IA013,Community Hall,4129345.51,Completed,0.6422669537976138,,0.0,,0.0,,0.0,,0.05127315890949932,,0.0,,0.0,,1,54.6,High,0.0,On Track,
W01207,MP013,Uttar Pradesh,Gorakhpur,IA026,School Building Renovation,3007527.42,Completed,0.6367706444232408,,0.0,,0.0,,0.0,,0.017864035560423343,,0.0,,0.0,,1,54.1,High,0.0,On Track,
W00256,MP013,Uttar Pradesh,Gorakhpur,IA026,Street Lighting (per 50 units),1356644.12,Completed,0.6315906311284768,,0.0,,0.0,,0.0,,0.08312966300374805,,0.0,,0.0,,1,53.7,High,0.0,On Track,
W00459,MP007,Maharashtra,Nashik,IA027,Drinking Water Facility,2359777.46,Completed,0.6309209487268997,,0.0,,0.0,,0.0,,0.0469379364367962,,0.0,,0.0,,1,53.6,High,0.0,On Track,
W01206,MP039,Bihar,Gaya,IA025,Road Construction (per km),8683765.13,Completed,0.6256008221403613,,0.0,,0.0,,0.0,,0.08236396473051956,,0.0,,0.0,,1,53.2,High,0.0,On Track,
W01233,MP035,West Bengal,Malda,IA021,Community Hall,4113187.45,Completed,0.625184999388733,,0.0,,0.0,,0.0,,0.03621963905368466,,0.0,,0.0,,1,53.1,High,0.0,On Track,
W00982,MP001,West Bengal,Malda,IA028,Street Lighting (per 50 units),2131493.75,Completed,0.6239414645516385,,0.0,,0.0,,0.0,,0.019317315639205964,,0.0,,0.0,,1,53.0,High,0.0,On Track,
W00142,MP015,West Bengal,Howrah,IA022,Community Hall,2933819.49,In Progress,0.6216175080914518,,0.0,,0.0,,1.0,"sanctioned 399 days ago but expected duration was only 240 days (1.7x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,52.8,High,100.0,Severely Stalled,
W00613,MP007,Maharashtra,Nagpur,IA035,Public Toilet Complex,1094020.74,Completed,0.620842182033141,,0.0,,0.0,,0.0,,0.053261484721343476,,0.0,,0.0,,1,52.8,High,0.0,On Track,
W00871,MP032,Tamil Nadu,Coimbatore,IA055,Street Lighting (per 50 units),938496.45,Completed,0.6207047547124704,,0.0,,0.0,,0.0,,0.028605599776750576,,0.0,,0.0,,1,52.8,High,0.0,On Track,
W00914,MP005,Tamil Nadu,Salem,IA006,Community Hall,2876725.9,Completed,0.6201499896097284,,0.0,,0.0,,0.0,,0.03231377988186147,,0.0,,0.0,,1,52.7,High,0.0,On Track,
W00973,MP016,West Bengal,Howrah,IA013,Public Toilet Complex,947662.37,Completed,0.6194842690171546,,0.0,,0.0,,0.0,,0.03732580420973661,,0.0,,0.0,,1,52.7,High,0.0,On Track,
W01250,MP018,Bihar,Gaya,IA025,School Building Renovation,1947956.46,Completed,0.6187842748698592,,0.0,,0.0,,0.0,,0.02763089024619252,,0.0,,0.0,,1,52.6,High,0.0,On Track,
W00657,MP004,Bihar,Patna,IA023,Health Sub-Centre Upgrade,1961135.6,Completed,0.6160135468805098,,0.0,,0.0,,0.0,,0.05342630510615629,,0.0,,0.0,,1,52.4,High,0.0,On Track,
W01141,MP009,Bihar,Muzaffarpur,IA032,Health Sub-Centre Upgrade,1211907.06,In Progress,0.6153906037113163,,0.0,,0.0,,1.0,"sanctioned 705 days ago but expected duration was only 210 days (3.4x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,52.3,High,100.0,Severely Stalled,
W00559,MP003,Bihar,Patna,IA023,Street Lighting (per 50 units),2947404.82,Completed,0.6141276848014108,,0.0,,0.0,,0.0,,0.009750121277576218,,0.0,,0.0,,1,52.2,High,0.0,On Track,
W00375,MP002,West Bengal,Howrah,IA012,School Building Renovation,2701862.61,Completed,0.6111052318647444,,0.0,,0.0,,0.0,,0.03263649387312024,,0.0,,0.0,,1,51.9,High,0.0,On Track,
W00124,MP021,West Bengal,Howrah,IA009,School Building Renovation,2608677.67,Completed,0.6059592245353473,,0.0,,0.0,,0.0,,0.01060431481947554,,0.0,,0.0,,1,51.5,High,0.0,On Track,
W00889,MP008,West Bengal,Malda,IA019,Drinking Water Facility,1409085.92,In Progress,0.6045316746420345,,0.0,,0.0,,1.0,"sanctioned 757 days ago but expected duration was only 150 days (5.0x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,51.4,High,100.0,Severely Stalled,
W00816,MP008,West Bengal,Howrah,IA020,Drinking Water Facility,2671494.42,Completed,0.6040658656446304,,0.0,,0.0,,0.0,,0.07109555105016026,,0.0,,0.0,,1,51.3,High,0.0,On Track,
W00683,MP004,Bihar,Muzaffarpur,IA032,Road Construction (per km),5571415.07,In Progress,0.6023238251990999,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,51.2,High,0.0,On Track,
W00471,MP032,Tamil Nadu,Coimbatore,IA015,Health Sub-Centre Upgrade,1831545.24,Completed,0.5969997231731828,,0.0,,0.0,,0.0,,0.032331700998550476,,0.0,,0.0,,1,50.7,High,0.0,On Track,
W00292,MP001,West Bengal,Malda,IA007,School Building Renovation,1068178.57,Completed,0.5953549966147227,,0.0,,0.0,,0.0,,0.015775399111722137,,0.0,,0.0,,1,50.6,High,0.0,On Track,
W00487,MP037,Bihar,Muzaffarpur,IA032,Drainage / Sewage Line (per km),2475395.4,In Progress,0.5946752390655022,,0.0,,0.0,,1.0,"sanctioned 888 days ago but expected duration was only 180 days (4.9x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,50.5,High,100.0,Severely Stalled,
W00053,MP010,Bihar,Gaya,IA042,Street Lighting (per 50 units),2386572.32,Completed,0.5919692077382481,,0.0,,0.0,,0.0,,0.054530564338352204,,0.0,,0.0,,1,50.3,High,0.0,On Track,
