payment_id,work_id,stage,amount,payment_date,vendor_id
P000554,W00213,3,289355.7,2024-10-11,V076
P000555,W00214,1,751235.24,2025-10-27,V017
P000556,W00214,2,563426.43,2026-01-11,V012
P000557,W00214,3,563426.43,2026-03-02,V028
P000558,W00215,1,936345.22,2023-08-18,V055
P000559,W00215,2,702258.92,2023-10-08,V078
P000560,W00215,3,702258.92,2023-11-18,V058
P000561,W00216,1,471662.82,2023-12-28,V037
P000562,W00216,2,353747.11,2024-02-03,V026
P000563,W00216,3,353747.11,2024-04-15,V016
P000564,W00217,1,3078361.24,2026-04-13,V087
P000565,W00217,2,2308770.93,2026-08-04,V018
P000566,W00218,1,634328.8,2025-12-07,V089
P000567,W00218,2,475746.6,2026-02-07,V009
P000568,W00218,3,475746.6,2026-04-14,V058
P000569,W00219,1,1971790.32,2024-05-09,V010
P000570,W00219,2,1971790.32,2024-09-07,V055
P000571,W00220,1,452504.23,2023-06-30,V044
P000572,W00220,2,339378.17,2023-07-31,V008
P000573,W00220,3,339378.17,2023-09-25,V080
P000574,W00221,1,397950.89,2026-07-26,V004
P000575,W00222,1,528225.24,2024-05-05,V023
P000576,W00222,2,396168.93,2024-06-08,V044
P000577,W00222,3,396168.93,2024-07-29,V007
P000578,W00223,1,2984433.14,2024-10-23,V083
P000579,W00223,2,2238324.86,2025-02-06,V085
P000580,W00223,3,2238324.86,2025-03-24,V052
P000581,W00224,1,1080660.59,2025-10-13,V037
P000582,W00224,2,1080660.59,2026-01-21,V010
P000583,W00225,1,351311.21,2023-09-01,V062
P000584,W00225,2,263483.41,2023-10-21,V052
P000585,W00225,3,263483.41,2023-11-28,V084
P000586,W00226,1,1258195.7,2023-12-19,V085
P000587,W00226,2,943646.78,2024-03-01,V003
P000588,W00226,3,943646.78,2024-06-07,V058
P000589,W00227,1,599277.33,2025-05-14,V072
P000590,W00227,2,449458.0,2025-07-19,V055
P000591,W00227,3,449458.0,2025-10-29,V005
P000592,W00228,1,1183490.56,2024-05-27,V067
P000593,W00228,2,887617.92,2024-07-17,V052
P000594,W00228,3,887617.92,2024-08-24,V088
P000595,W00229,1,4483121.49,2025-01-08,V017
P000596,W00229,2,4483121.49,2025-06-01,V056
P000597,W00230,1,1312409.46,2025-04-27,V028
P000598,W00230,2,984307.09,2025-07-14,V049
P000599,W00230,3,984307.09,2025-09-18,V086
P000600,W00231,1,1244342.85,2025-01-20,V064
P000601,W00231,2,933257.14,2025-04-18,V067
P000602,W00231,3,933257.14,2025-06-17,V042
P000603,W00232,1,481877.33,2023-12-16,V001
P000604,W00232,2,361408.0,2024-02-05,V071
P000605,W00232,3,361408.0,2024-03-26,V040
P000606,W00233,1,182637.71,2025-12-15,V042
P000607,W00233,2,136978.28,2026-02-01,V071
P000608,W00233,3,136978.28,2026-03-04,V035
P000609,W00234,1,533124.93,2026-01-26,V081
P000610,W00234,2,533124.93,2026-03-30,V089
P000611,W00235,1,2561789.94,2026-07-03,V077
P000612,W00236,1,1425611.83,2024-09-26,V031
P000613,W00236,2,1069208.87,2024-12-21,V076
P000614,W00236,3,1069208.87,2025-02-14,V089
P000615,W00237,1,522435.33,2024-06-30,V086
P000616,W00237,2,391826.5,2024-09-13,V011
P000617,W00237,3,391826.5,2024-10-26,V002
P000618,W00238,1,1942690.27,2023-10-20,V087
P000619,W00238,2,1942690.27,2024-02-06,V007
P000620,W00239,1,554657.03,2025-02-05,V069
P000621,W00239,2,415992.77,2025-04-19,V064
P000622,W00239,3,415992.77,2025-06-05,V004
P000623,W00240,1,299169.64,2026-06-09,V016
P000624,W00240,2,299169.64,2026-07-23,V047
P000625,W00241,1,399994.74,2023-10-03,V075
P000626,W00241,2,299996.05,2023-12-06,V080
P000627,W00241,3,299996.05,2023-12-28,V087
P000628,W00242,1,578685.37,2025-12-26,V034
P000629,W00242,2,434014.03,2026-02-25,V060
P000630,W00242,3,434014.03,2026-06-01,V007
P000631,W00243,1,572987.38,2025-02-06,V076
P000632,W00243,2,429740.53,2025-04-05,V041
P000633,W00243,3,429740.53,2025-07-05,V060
P000634,W00244,1,1743219.58,2025-03-14,V086
P000635,W00244,2,1743219.58,2025-07-31,V085
P000636,W00245,1,450545.22,2026-07-21,V044
P000637,W00246,1,1551124.38,2025-11-12,V073
P000638,W00246,2,1163343.28,2026-02-01,V073
P000639,W00246,3,1163343.28,2026-04-13,V042
P000640,W00247,1,760091.33,2024-11-30,V047
P000641,W00247,2,760091.33,2025-03-01,V031
P000642,W00248,1,769577.22,2024-06-30,V051
P000643,W00248,2,769577.22,2024-09-28,V039
P000644,W00249,1,866792.89,2024-01-06,V022
P000645,W00249,2,866792.89,2024-03-31,V021
P000646,W00250,1,613015.4,2024-04-25,V081
P000647,W00250,2,613015.4,2024-07-22,V040
P000648,W00251,1,628721.21,2025-03-23,V015
P000649,W00251,2,471540.91,2025-05-07,V047
P000650,W00251,3,471540.91,2025-07-13,V019
P000651,W00252,1,870652.17,2025-03-29,V087
P000652,W00252,2,652989.13,2025-05-01,V065
P000653,W00252,3,652989.13,2025-05-15,V087
P000654,W00253,1,660357.31,2026-06-27,V057
P000655,W00253,2,495267.98,2026-08-25,V054
P000656,W00254,1,2038878.19,2024-08-17,V021
P000657,W00254,2,2038878.19,2024-11-15,V059
P000658,W00255,1,2313323.6,2024-01-29,V005
P000659,W00255,2,1734992.7,2024-05-08,V045
P000660,W00255,3,1734992.7,2024-08-09,V019
P000661,W00256,1,678322.06,2026-02-16,V014
P000662,W00256,2,678322.06,2026-04-06,V023
P000663,W00257,1,299575.45,2023-10-22,V084
P000664,W00257,2,224681.59,2023-11-24,V078
P000665,W00257,3,224681.59,2024-01-17,V011
P000666,W00258,1,309525.48,2024-12-29,V022
P000667,W00258,2,232144.11,2025-02-13,V049
P000668,W00258,3,232144.11,2025-03-15,V010
P000669,W00259,1,462235.57,2024-06-26,V001
P000670,W00259,2,346676.68,2024-08-17,V033
P000671,W00259,3,346676.68,2024-10-25,V075
P000672,W00260,1,623076.43,2025-05-14,V084
P000673,W00260,2,623076.43,2025-07-12,V045
P000674,W00261,1,339327.42,2025-03-03,V049
P000675,W00261,2,254495.57,2025-05-05,V037
P000676,W00261,3,254495.57,2025-06-18,V028
P000677,W00262,1,1054837.95,2025-04-26,V047
P000678,W00262,2,791128.46,2025-05-24,V033
P000679,W00262,3,791128.46,2025-06-24,V080
P000680,W00263,1,1092787.4,2023-09-24,V090
P000681,W00263,2,1092787.4,2023-12-15,V038
P000682,W00264,1,1010087.55,2024-08-25,V035
P000683,W00264,2,757565.66,2024-12-02,V034
P000684,W00264,3,757565.66,2025-03-20,V088
P000685,W00265,1,905480.5,2024-07-12,V059
P000686,W00265,2,679110.38,2024-08-10,V039
P000687,W00265,3,679110.38,2024-09-11,V028
P000688,W00266,1,751030.28,2025-08-01,V024
P000689,W00266,2,751030.28,2025-11-17,V030
P000690,W00267,1,2249523.81,2026-01-26,V052
P000691,W00267,2,2249523.81,2026-04-12,V032
P000692,W00268,1,1881215.06,2024-01-20,V056
P000693,W00268,2,1881215.06,2024-06-01,V045
P000694,W00269,1,1088823.76,2023-07-11,V082
P000695,W00269,2,816617.82,2023-08-18,V089
P000696,W00269,3,816617.82,2023-10-08,V026
P000697,W00270,1,1345427.69,2024-03-12,V038
P000698,W00270,2,1009070.77,2024-05-31,V056
P000699,W00270,3,1009070.77,2024-08-01,V081
P000700,W00271,1,1208532.87,2026-04-03,V014
P000701,W00271,2,906399.65,2026-06-10,V045
P000702,W00271,3,906399.65,2026-08-24,V001
P000703,W00272,1,1700084.53,2024-05-23,V035
P000704,W00272,2,1275063.4,2024-07-10,V011
P000705,W00272,3,1275063.4,2024-09-24,V069
P000706,W00273,1,892762.91,2025-08-24,V058
P000707,W00273,2,669572.18,2025-10-27,V059
P000708,W00273,3,669572.18,2026-01-10,V061
P000709,W00274,1,936131.09,2025-07-28,V040
P000710,W00274,2,936131.09,2025-10-08,V078
P000711,W00275,1,288368.1,2025-01-23,V055
P000712,W00275,2,216276.07,2025-03-08,V073
P000713,W00275,3,216276.07,2025-04-30,V030
P000714,W00276,1,3982687.02,2023-10-16,V027
P000715,W00276,2,3982687.02,2024-02-22,V069
P000716,W00277,1,646713.03,2024-02-21,V038
P000717,W00277,2,485034.77,2024-04-26,V016
P000718,W00277,3,485034.77,2024-06-22,V032
P000719,W00278,1,3049990.08,2025-04-25,V083
P000720,W00278,2,2287492.56,2025-07-15,V067
P000721,W00278,3,2287492.56,2025-10-01,V082
P000722,W00279,1,747083.67,2025-09-06,V034
P000723,W00279,2,560312.75,2025-11-07,V058
P000724,W00279,3,560312.75,2025-12-19,V003
P000725,W00280,1,1768848.99,2023-10-16,V025
P000726,W00280,2,1768848.99,2023-12-24,V073
P000727,W00281,1,537744.72,2025-04-17,V009
P000728,W00281,2,403308.54,2025-06-30,V019
P000729,W00281,3,403308.54,2025-08-12,V080
P000730,W00282,1,1562160.74,2023-11-24,V076
P000731,W00282,2,1562160.74,2024-02-11,V014
P000732,W00283,1,685249.22,2026-01-11,V018
P000733,W00283,2,685249.22,2026-04-07,V063
P000734,W00284,1,883158.83,2023-12-13,V073
P000735,W00284,2,883158.83,2024-01-22,V042
P000736,W00285,1,770680.9,2024-06-02,V035
P000737,W00285,2,578010.67,2024-06-29,V075
P000738,W00285,3,578010.67,2024-08-03,V031
P000739,W00286,1,1063168.62,2024-09-27,V033
P000740,W00286,2,797376.46,2024-11-28,V079
P000741,W00286,3,797376.46,2025-02-22,V020
P000742,W00287,1,2289243.08,2023-10-04,V046
P000743,W00287,2,1716932.31,2023-12-28,V089
P000744,W00287,3,1716932.31,2024-03-16,V040
P000745,W00288,1,1132339.13,2025-05-03,V042
P000746,W00288,2,1132339.13,2025-07-20,V039
P000747,W00289,1,863150.26,2023-09-05,V010
P000748,W00289,2,863150.26,2023-12-20,V013
P000749,W00290,1,1285351.0,2024-04-08,V089
P000750,W00290,2,1285351.0,2024-06-01,V090
P000751,W00291,1,587336.43,2026-03-15,V012
P000752,W00291,2,440502.32,2026-05-22,V087
P000753,W00291,3,440502.32,2026-06-28,V026
P000754,W00292,1,427271.43,2024-06-04,V080
P000755,W00292,2,320453.57,2024-08-03,V026
P000756,W00292,3,320453.57,2024-10-10,V069
P000757,W00293,1,617916.81,2023-10-31,V069
P000758,W00293,2,617916.81,2023-12-29,V023
P000759,W00294,1,1432112.19,2024-08-28,V049
P000760,W00294,2,1074084.14,2024-11-25,V042
P000761,W00294,3,1074084.14,2025-02-15,V015
P000762,W00295,1,899007.02,2026-04-20,V024
P000763,W00295,2,899007.02,2026-07-16,V047
P000764,W00296,1,1134327.11,2024-08-06,V006
P000765,W00296,2,1134327.11,2024-10-29,V004
P000766,W00297,1,1031928.34,2024-09-11,V044
P000767,W00297,2,1031928.34,2024-11-10,V081
P000768,W00298,1,1027151.89,2023-08-14,V059
P000769,W00298,2,1027151.89,2023-11-21,V080
P000770,W00299,1,1243427.85,2023-11-15,V046
P000771,W00299,2,1243427.85,2023-12-20,V045
P000772,W00300,1,774465.16,2023-10-22,V015
P000773,W00300,2,580848.87,2023-11-14,V045
P000774,W00300,3,580848.87,2023-12-16,V080
P000775,W00301,1,496022.97,2025-11-24,V020
P000776,W00301,2,372017.23,2026-02-09,V026
P000777,W00301,3,372017.23,2026-05-09,V069
P000778,W00302,1,735704.62,2024-05-29,V064
P000779,W00302,2,551778.46,2024-08-13,V020
P000780,W00302,3,551778.46,2024-10-07,V057
P000781,W00303,1,1171355.19,2024-01-15,V002
P000782,W00303,2,878516.39,2024-03-02,V089
P000783,W00303,3,878516.39,2024-06-03,V046
P000784,W00304,1,546834.86,2025-03-27,V005
P000785,W00304,2,410126.14,2025-06-23,V047
P000786,W00304,3,410126.14,2025-07-24,V057
P000787,W00305,1,782228.12,2025-05-01,V058
P000788,W00305,2,586671.09,2025-06-07,V008
P000789,W00305,3,586671.09,2025-07-28,V082
P000790,W00306,1,1149954.32,2024-11-09,V020
P000791,W00306,2,1149954.32,2025-01-11,V042
P000792,W00307,1,880302.06,2024-11-26,V033
P000793,W00307,2,660226.54,2025-01-28,V002
P000794,W00307,3,660226.54,2025-04-09,V071
P000795,W00308,1,861482.0,2025-08-11,V003
P000796,W00308,2,646111.5,2025-09-30,V076
P000797,W00308,3,646111.5,2025-11-25,V046
P000798,W00309,1,217481.69,2024-02-29,V079
P000799,W00309,2,163111.27,2024-04-11,V021
P000800,W00309,3,163111.27,2024-05-16,V054
P000801,W00310,1,2996199.77,2024-09-11,V030
P000802,W00310,2,2996199.77,2025-01-23,V059
P000803,W00311,1,1359454.95,2026-01-21,V030
P000804,W00311,2,1359454.95,2026-04-10,V079
P000805,W00312,1,408344.93,2024-11-20,V057
P000806,W00312,2,408344.93,2025-01-26,V025
P000807,W00313,1,352012.06,2025-10-21,V003
P000808,W00313,2,264009.04,2025-11-18,V035
P000809,W00313,3,264009.04,2025-12-23,V011
P000810,W00314,1,1455716.92,2025-01-12,V032
P000811,W00314,2,1455716.92,2025-04-30,V057
P000812,W00315,1,394436.49,2024-09-26,V005
P000813,W00315,2,295827.37,2024-11-01,V063
P000814,W00315,3,295827.37,2024-12-16,V044
P000815,W00316,1,3937225.94,2025-02-13,V060
P000816,W00316,2,3937225.94,2025-06-02,V065
P000817,W00317,1,644102.21,2023-08-27,V049
P000818,W00317,2,644102.21,2023-10-17,V005
P000819,W00318,1,610152.31,2025-09-22,V015
P000820,W00318,2,610152.31,2025-11-11,V008
P000821,W00319,1,1417291.95,2024-10-25,V037
P000822,W00319,2,1062968.96,2024-12-21,V022
P000823,W00319,3,1062968.96,2025-03-19,V038
P000824,W00320,1,871453.32,2024-03-21,V011
P000825,W00320,2,871453.32,2024-06-07,V061
P000826,W00321,1,887546.16,2025-06-13,V084
P000827,W00321,2,887546.16,2025-10-06,V027
P000828,W00322,1,1243830.2,2025-11-06,V063
P000829,W00322,2,932872.65,2026-02-09,V071
P000830,W00322,3,932872.65,2026-04-15,V078
P000831,W00323,1,748431.42,2023-07-02,V008
P000832,W00323,2,561323.56,2023-07-28,V080
P000833,W00323,3,561323.56,2023-08-29,V057
P000834,W00324,1,822353.06,2025-10-28,V025
P000835,W00324,2,822353.06,2025-12-31,V023
P000836,W00325,1,1063068.87,2024-03-21,V042
P000837,W00325,2,797301.65,2024-05-29,V067
P000838,W00325,3,797301.65,2024-07-22,V065
P000839,W00326,1,3062804.31,2024-08-15,V048
P000840,W00326,2,2297103.23,2024-10-16,V023
P000841,W00326,3,2297103.23,2025-01-30,V034
P000842,W00327,1,605855.61,2025-04-18,V075
P000843,W00327,2,454391.71,2025-06-29,V035
P000844,W00327,3,454391.71,2025-08-14,V017
P000845,W00328,1,2957541.37,2024-05-23,V025
P000846,W00328,2,2218156.03,2024-08-28,V002
P000847,W00328,3,2218156.03,2024-12-08,V037
P000848,W00329,1,607940.96,2023-08-31,V042
P000849,W00329,2,455955.72,2023-11-19,V046
P000850,W00329,3,455955.72,2023-12-31,V061
P000851,W00330,1,1355013.59,2026-01-09,V072
P000852,W00330,2,1016260.19,2026-03-25,V075
P000853,W00330,3,1016260.19,2026-04-26,V039
P000854,W00331,1,532889.8,2025-03-25,V005
P000855,W00331,2,532889.8,2025-05-15,V085
P000856,W00332,1,1160977.31,2025-11-22,V084
P000857,W00332,2,1160977.31,2026-02-06,V059
P000858,W00333,1,275170.98,2026-02-12,V086
P000859,W00333,2,206378.23,2026-03-27,V042
P000860,W00333,3,206378.23,2026-05-04,V035
P000861,W00334,1,1054774.78,2023-12-29,V015
P000862,W00334,2,791081.09,2024-02-17,V087
P000863,W00334,3,791081.09,2024-03-23,V010
P000864,W00335,1,1335328.83,2025-07-04,V015
P000865,W00335,2,1001496.62,2025-09-19,V057
P000866,W00335,3,1001496.62,2025-11-25,V012
P000867,W00336,1,3570592.64,2025-03-10,V060
P000868,W00336,2,3570592.64,2025-08-21,V050
P000869,W00337,1,676473.77,2025-07-15,V039
P000870,W00337,2,507355.33,2025-10-10,V057
P000871,W00337,3,507355.33,2025-11-13,V074
P000872,W00338,1,453905.65,2023-09-24,V010
P000873,W00338,2,340429.24,2023-11-22,V045
P000874,W00338,3,340429.24,2024-02-21,V086
P000875,W00339,1,1019345.59,2026-02-27,V064
P000876,W00339,2,764509.19,2026-05-01,V069
P000877,W00339,3,764509.19,2026-06-26,V066
P000878,W00340,1,684500.85,2025-09-25,V067
P000879,W00340,2,513375.64,2025-10-24,V007
P000880,W00340,3,513375.64,2025-11-12,V022
P000881,W00341,1,628358.72,2025-03-22,V086
P000882,W00341,2,471269.04,2025-05-17,V051
P000883,W00341,3,471269.04,2025-07-27,V047
P000884,W00342,1,771891.87,2023-09-15,V071
P000885,W00342,2,578918.9,2023-11-02,V023
P000886,W00342,3,578918.9,2024-01-02,V071
P000887,W00343,1,567798.83,2024-08-20,V069
P000888,W00343,2,567798.83,2024-11-06,V010
P000889,W00344,1,1027170.94,2024-04-22,V090
P000890,W00344,2,1027170.94,2024-06-02,V052
P000891,W00345,1,633761.92,2026-06-29,V014
P000892,W00346,1,2133840.75,2024-12-23,V007
P000893,W00346,2,2133840.75,2025-03-29,V081
P000894,W00347,1,622730.18,2025-01-08,V069
P000895,W00347,2,467047.63,2025-02-08,V004
P000896,W00347,3,467047.63,2025-03-15,V057
P000897,W00348,1,602514.38,2024-07-13,V001
P000898,W00348,2,602514.38,2024-08-27,V045
P000899,W00349,1,780815.02,2024-11-18,V031
P000900,W00349,2,780815.02,2025-02-09,V037
P000901,W00350,1,1043537.25,2025-10-13,V059
P000902,W00350,2,782652.94,2025-12-14,V073
P000903,W00350,3,782652.94,2026-02-11,V063
P000904,W00351,1,1489979.51,2024-05-09,V016
P000905,W00351,2,1117484.63,2024-08-06,V039
P000906,W00351,3,1117484.63,2024-10-30,V067
P000907,W00352,1,1490202.51,2026-05-16,V040
P000908,W00352,2,1490202.51,2026-08-12,V081
P000909,W00353,1,608669.7,2023-11-14,V082
P000910,W00353,2,456502.27,2023-12-19,V019
P000911,W00353,3,456502.27,2024-01-25,V033
P000912,W00354,1,449548.28,2024-01-16,V005
P000913,W00354,2,337161.21,2024-03-10,V052
P000914,W00354,3,337161.21,2024-04-23,V003
P000915,W00355,1,671115.68,2025-10-18,V079
P000916,W00355,2,671115.68,2026-02-24,V055
P000917,W00356,1,441470.08,2023-09-27,V028
P000918,W00356,2,331102.56,2023-11-22,V084
P000919,W00356,3,331102.56,2024-01-02,V001
P000920,W00357,1,443701.68,2023-08-24,V015
P000921,W00357,2,332776.26,2023-09-28,V069
P000922,W00357,3,332776.26,2023-10-20,V028
P000923,W00358,1,1694744.24,2024-06-05,V063
P000924,W00358,2,1694744.24,2024-10-12,V046
P000925,W00359,1,172169.2,2024-11-08,V044
P000926,W00359,2,129126.9,2024-12-14,V037
P000927,W00359,3,129126.9,2025-01-20,V079
P000928,W00360,1,646083.31,2024-08-01,V073
P000929,W00360,2,484562.48,2024-08-27,V073
P000930,W00360,3,484562.48,2024-09-21,V023
P000931,W00361,1,1742029.51,2026-01-26,V037
P000932,W00361,2,1306522.13,2026-04-03,V006
P000933,W00361,3,1306522.13,2026-08-09,V057
P000934,W00362,1,1422696.12,2024-01-27,V071
P000935,W00362,2,1422696.12,2024-03-27,V069
P000936,W00363,1,801413.81,2025-09-29,V058
P000937,W00363,2,601060.36,2025-11-14,V080
P000938,W00363,3,601060.36,2026-01-12,V024
P000939,W00364,1,453428.12,2024-09-08,V079
P000940,W00364,2,340071.09,2024-10-20,V038
P000941,W00364,3,340071.09,2024-12-01,V006
P000942,W00365,1,1614647.46,2024-08-13,V020
P000943,W00365,2,1210985.59,2024-11-14,V042
P000944,W00365,3,1210985.59,2025-01-24,V049
P000945,W00366,1,784862.75,2023-10-16,V006
P000946,W00366,2,588647.06,2023-12-21,V002
P000947,W00366,3,588647.06,2024-02-16,V056
P000948,W00367,1,1323787.65,2024-12-21,V028
P000949,W00367,2,1323787.65,2025-03-17,V026
P000950,W00368,1,809186.81,2026-02-03,V002
P000951,W00368,2,809186.81,2026-04-20,V081
P000952,W00369,1,503282.7,2024-10-08,V083
P000953,W00369,2,377462.02,2024-11-17,V030
P000954,W00369,3,377462.02,2024-12-20,V049
P000955,W00370,1,2036382.18,2024-11-10,V007
P000956,W00370,2,1527286.63,2025-02-21,V013
P000957,W00370,3,1527286.63,2025-04-23,V085
P000958,W00371,1,446032.27,2023-07-28,V009
P000959,W00371,2,446032.27,2023-10-12,V048
P000960,W00372,1,946397.43,2024-10-10,V021
P000961,W00372,2,946397.43,2025-01-12,V040
P000962,W00373,1,599759.76,2024-09-12,V022
P000963,W00373,2,449819.82,2024-10-25,V042
P000964,W00373,3,449819.82,2024-12-14,V006
P000965,W00374,1,1310506.52,2024-07-19,V070
P000966,W00374,2,982879.89,2024-09-10,V077
P000967,W00374,3,982879.89,2024-10-23,V013
P000968,W00375,1,1350931.3,2026-05-25,V049
P000969,W00376,1,382940.62,2023-10-19,V063
P000970,W00376,2,287205.47,2023-12-04,V053
P000971,W00376,3,287205.47,2023-12-27,V087
P000972,W00377,1,614931.67,2025-10-24,V071
P000973,W00377,2,614931.67,2026-01-10,V081
P000974,W00378,1,879647.17,2024-04-05,V004
P000975,W00378,2,879647.17,2024-07-20,V056
P000976,W00379,1,370528.11,2025-03-20,V073
P000977,W00379,2,277896.08,2025-04-12,V077
P000978,W00379,3,277896.08,2025-05-25,V007
P000979,W00380,1,1686190.23,2025-08-06,V054
P000980,W00380,2,1686190.23,2025-12-13,V043
P000981,W00381,1,1017092.03,2024-05-17,V077
P000982,W00381,2,762819.02,2024-08-03,V013
P000983,W00381,3,762819.02,2024-12-06,V017
P000984,W00382,1,3652266.96,2025-05-29,V046
P000985,W00382,2,2739200.22,2025-08-20,V077
P000986,W00382,3,2739200.22,2025-10-17,V006
P000987,W00383,1,573761.72,2025-12-11,V015
P000988,W00383,2,430321.29,2026-02-02,V043
P000989,W00383,3,430321.29,2026-05-02,V083
P000990,W00384,1,805740.1,2025-10-06,V066
P000991,W00384,2,805740.1,2025-11-19,V054
P000992,W00385,1,601906.89,2023-09-25,V052
P000993,W00385,2,601906.89,2023-12-10,V002
P000994,W00386,1,1120374.56,2025-08-25,V025
P000995,W00386,2,840280.92,2025-10-08,V081
P000996,W00386,3,840280.92,2026-01-19,V058
P000997,W00387,1,1824602.81,2024-06-13,V014
P000998,W00387,2,1824602.81,2024-10-25,V062
P000999,W00388,1,594054.27,2026-03-11,V086
P001000,W00388,2,445540.7,2026-05-11,V060
P001001,W00388,3,445540.7,2026-08-04,V006
P001003,W00389,2,1639697.27,2025-10-21,V042
P001004,W00389,3,1639697.27,2026-01-29,V034
P001005,W00390,1,1227592.24,2024-10-22,V038
P001006,W00390,2,1227592.24,2025-03-09,V073
P001007,W00391,1,642051.72,2023-11-09,V025
P001008,W00391,2,642051.72,2024-02-21,V055
P001009,W00392,1,377862.26,2025-10-10,V019
P001010,W00392,2,283396.7,2025-11-25,V016
P001011,W00392,3,283396.7,2026-02-24,V018
P001012,W00393,1,1689965.95,2025-09-06,V086
P001013,W00393,2,1267474.46,2025-11-28,V072
P001014,W00393,3,1267474.46,2026-02-24,V044
P001015,W00394,1,744312.09,2026-05-21,V027
P001016,W00395,1,651107.14,2024-10-13,V046
P001017,W00395,2,488330.35,2024-11-13,V002
P001018,W00395,3,488330.35,2024-12-08,V084
P001019,W00396,1,1963567.55,2025-05-10,V060
P001020,W00396,2,1963567.55,2025-07-13,V038
P001021,W00397,1,765982.68,2024-04-06,V005
P001022,W00397,2,574487.01,2024-05-17,V002
P001023,W00397,3,574487.01,2024-07-08,V083
P001024,W00398,1,586146.47,2024-01-28,V089
P001025,W00398,2,439609.85,2024-03-14,V068
P001026,W00398,3,439609.85,2024-06-09,V020
P001027,W00399,1,355272.7,2025-12-22,V049
P001028,W00399,2,355272.7,2026-02-28,V006
P001029,W00400,1,811529.31,2025-10-04,V014
P001030,W00400,2,811529.31,2026-01-01,V090
P001031,W00401,1,877804.74,2025-09-03,V072
P001032,W00401,2,877804.74,2025-12-01,V037
P001033,W00402,1,1308215.73,2026-05-03,V090
P001034,W00402,2,1308215.73,2026-08-11,V086
P001035,W00403,1,1042272.1,2024-03-13,V002
P001036,W00403,2,781704.07,2024-05-19,V014
P001037,W00403,3,781704.07,2024-07-10,V026
P001038,W00404,1,345489.59,2026-07-05,V038
P001039,W00404,2,345489.59,2026-08-25,V084
P001040,W00405,1,3181125.1,2025-01-30,V071
P001041,W00405,2,2385843.82,2025-05-01,V013
P001042,W00405,3,2385843.82,2025-07-18,V023
P001043,W00406,1,1225876.18,2025-11-10,V080
P001044,W00406,2,1225876.18,2026-02-12,V061
P001045,W00407,1,954991.69,2025-10-13,V002
P001046,W00407,2,954991.69,2025-12-25,V047
P001047,W00408,1,479445.72,2024-03-20,V002
P001048,W00408,2,479445.72,2024-05-20,V085
P001049,W00409,1,351503.32,2023-12-15,V007
P001050,W00409,2,263627.49,2024-01-14,V001
P001051,W00409,3,263627.49,2024-02-23,V072
P001052,W00410,1,562422.57,2024-05-08,V030
P001053,W00410,2,421816.93,2024-06-30,V081
P001054,W00410,3,421816.93,2024-09-07,V012
P001055,W00411,1,3247634.37,2023-08-03,V026
P001056,W00411,2,2435725.78,2023-10-08,V040
P001057,W00411,3,2435725.78,2024-02-06,V083
P001058,W00412,1,750898.92,2024-08-02,V010
P001059,W00412,2,750898.92,2024-10-23,V067
P001060,W00413,1,2774000.28,2025-11-25,V023
P001061,W00413,2,2080500.21,2026-02-20,V023
P001062,W00413,3,2080500.21,2026-06-14,V042
P001063,W00414,1,445301.92,2025-08-14,V046
P001064,W00414,2,333976.44,2025-10-17,V042
P001065,W00414,3,333976.44,2025-12-17,V053
P001066,W00415,1,1119669.81,2025-09-10,V048
P001067,W00415,2,839752.36,2025-11-08,V071
P001068,W00415,3,839752.36,2026-01-27,V053
P001069,W00416,1,594238.73,2024-11-20,V038
P001070,W00416,2,594238.73,2025-01-04,V061
P001071,W00417,1,2520854.9,2024-01-02,V032
P001072,W00417,2,2520854.9,2024-05-07,V022
P001073,W00418,1,472317.77,2023-09-10,V027
P001074,W00418,2,354238.33,2023-11-05,V043
P001075,W00418,3,354238.33,2023-12-03,V035
P001076,W00419,1,681152.26,2026-07-12,V078
P001077,W00420,1,4163919.51,2023-12-16,V086
P001078,W00420,2,4163919.51,2024-06-01,V025
P001079,W00421,1,3142436.6,2024-12-01,V060
P001080,W00421,2,3142436.6,2025-03-18,V081
P001081,W00422,1,413017.68,2023-12-01,V079
P001082,W00422,2,413017.68,2024-01-03,V074
P001083,W00423,1,418500.33,2024-09-24,V063
P001084,W00423,2,313875.25,2024-10-19,V027
P001085,W00423,3,313875.25,2024-11-11,V022
P001086,W00424,1,546677.91,2026-06-25,V054
P001087,W00424,2,410008.43,2026-08-31,V057
P001088,W00425,1,3162147.9,2024-08-02,V029
P001089,W00425,2,2371610.92,2024-11-17,V050
P001090,W00425,3,2371610.92,2025-02-25,V014
P001091,W00426,1,611087.04,2025-09-27,V053
P001092,W00426,2,458315.28,2025-11-29,V005
P001093,W00426,3,458315.28,2026-02-20,V006
P001094,W00427,1,1628195.99,2024-07-01,V069
P001095,W00427,2,1221146.99,2024-10-04,V021
P001096,W00427,3,1221146.99,2024-11-20,V050
P001097,W00428,1,431964.17,2024-06-25,V063
P001098,W00428,2,323973.13,2024-07-21,V073
P001099,W00428,3,323973.13,2024-08-20,V034
P001100,W00429,1,1719557.43,2024-03-06,V073
P001101,W00429,2,1289668.07,2024-06-06,V025
P001102,W00429,3,1289668.07,2024-09-15,V071
P001103,W00430,1,653589.62,2026-04-19,V050
P001104,W00430,2,490192.22,2026-07-11,V041
P001105,W00430,3,490192.22,2026-08-11,V010
